user_id,register_date,channel,device,city_tier,user_type
100991,2026-04-21,搜索广告,iOS,一线,新用户
100992,2026-05-04,自然流量,PC,二线,老用户
100993,2026-04-13,站内推荐,Android,三线及以下,新用户
100994,2026-04-27,搜索广告,PC,新一线,老用户
100995,2026-05-03,自然流量,Android,二线,新用户
100996,2026-05-09,社群裂变,Android,新一线,老用户
100997,2026-05-03,搜索广告,iOS,新一线,新用户
100998,2026-04-23,社群裂变,PC,新一线,老用户
100999,2026-05-29,信息流广告,Android,一线,老用户
101000,2026-05-02,站内推荐,iOS,二线,新用户
101001,2026-05-20,信息流广告,iOS,三线及以下,新用户
101002,2026-05-15,搜索广告,Android,新一线,老用户
101003,2026-05-05,自然流量,iOS,二线,老用户
101004,2026-05-25,搜索广告,Android,新一线,新用户
101005,2026-04-08,搜索广告,Android,一线,老用户
101006,2026-05-27,搜索广告,iOS,二线,老用户
101007,2026-05-22,信息流广告,Android,一线,老用户
101008,2026-05-01,社群裂变,iOS,三线及以下,新用户
101009,2026-05-15,搜索广告,PC,新一线,新用户
101010,2026-05-02,自然流量,PC,三线及以下,老用户
101011,2026-04-17,站内推荐,iOS,新一线,新用户
101012,2026-05-19,搜索广告,Android,新一线,新用户
101013,2026-04-16,站内推荐,Android,二线,老用户
101014,2026-04-20,站内推荐,PC,二线,新用户
101015,2026-05-02,站内推荐,Android,一线,新用户
101016,2026-05-22,社群裂变,Android,三线及以下,老用户
101017,2026-04-24,搜索广告,PC,新一线,老用户
101018,2026-05-01,自然流量,iOS,一线,老用户
101019,2026-04-03,搜索广告,Android,新一线,老用户
101020,2026-04-08,社群裂变,iOS,二线,新用户
101021,2026-04-04,搜索广告,Android,二线,新用户
101022,2026-04-05,站内推荐,iOS,三线及以下,新用户
101023,2026-05-23,自然流量,PC,二线,老用户
101024,2026-05-22,信息流广告,Android,新一线,新用户
101025,2026-05-21,信息流广告,iOS,新一线,新用户
101026,2026-04-04,信息流广告,Android,一线,新用户
101027,2026-04-05,自然流量,Android,二线,新用户
101028,2026-04-18,自然流量,Android,一线,新用户
101029,2026-05-05,社群裂变,Android,二线,老用户
101030,2026-04-21,信息流广告,iOS,二线,新用户
101031,2026-04-30,自然流量,Android,三线及以下,老用户
101032,2026-04-11,自然流量,iOS,一线,老用户
101033,2026-05-15,信息流广告,iOS,一线,新用户
101034,2026-04-20,自然流量,PC,三线及以下,老用户
101035,2026-04-05,搜索广告,Android,二线,新用户
101036,2026-05-16,社群裂变,iOS,新一线,新用户
101037,2026-05-26,自然流量,iOS,二线,新用户
101038,2026-04-01,搜索广告,PC,三线及以下,老用户
101039,2026-04-27,自然流量,iOS,新一线,老用户
101040,2026-05-21,信息流广告,iOS,三线及以下,新用户
101041,2026-05-14,站内推荐,iOS,一线,老用户
101042,2026-05-23,搜索广告,iOS,三线及以下,老用户
101043,2026-04-26,站内推荐,iOS,一线,老用户
101044,2026-04-23,自然流量,PC,新一线,新用户
101045,2026-05-14,信息流广告,iOS,一线,老用户
101046,2026-04-10,信息流广告,Android,三线及以下,老用户
101047,2026-04-15,信息流广告,Android,三线及以下,新用户
101048,2026-05-07,站内推荐,Android,新一线,老用户
101049,2026-05-11,自然流量,Android,新一线,新用户
101050,2026-04-08,站内推荐,Android,新一线,老用户
101051,2026-05-02,站内推荐,Android,一线,老用户
101052,2026-04-23,搜索广告,Android,三线及以下,新用户
101053,2026-05-01,信息流广告,Android,一线,新用户
101054,2026-05-29,信息流广告,Android,三线及以下,老用户
101055,2026-04-05,自然流量,Android,三线及以下,老用户
101056,2026-05-31,社群裂变,iOS,一线,老用户
101057,2026-04-28,信息流广告,Android,二线,老用户
101058,2026-05-18,站内推荐,Android,三线及以下,新用户
101059,2026-04-26,搜索广告,iOS,三线及以下,新用户
101060,2026-04-19,信息流广告,PC,二线,老用户
101061,2026-05-18,搜索广告,iOS,一线,新用户
101062,2026-05-12,信息流广告,iOS,一线,老用户
101063,2026-04-09,站内推荐,PC,三线及以下,新用户
101064,2026-05-14,自然流量,iOS,新一线,新用户
101065,2026-05-16,站内推荐,Android,二线,新用户
101066,2026-04-24,社群裂变,iOS,二线,新用户
101067,2026-05-27,站内推荐,PC,新一线,老用户
101068,2026-05-10,信息流广告,Android,一线,新用户
101069,2026-04-21,社群裂变,Android,新一线,老用户
101070,2026-04-01,信息流广告,Android,三线及以下,新用户
101071,2026-05-12,社群裂变,Android,新一线,老用户
101072,2026-04-13,自然流量,PC,一线,新用户
101073,2026-05-17,信息流广告,Android,三线及以下,新用户
101074,2026-05-03,信息流广告,Android,二线,老用户
101075,2026-04-29,信息流广告,PC,二线,新用户
101076,2026-04-10,信息流广告,Android,三线及以下,新用户
101077,2026-05-14,社群裂变,iOS,新一线,老用户
101078,2026-04-11,自然流量,iOS,三线及以下,新用户
101079,2026-04-26,社群裂变,Android,三线及以下,老用户
101080,2026-05-22,自然流量,iOS,新一线,新用户
101081,2026-05-27,社群裂变,Android,新一线,新用户
101082,2026-05-31,社群裂变,iOS,新一线,老用户
101083,2026-05-29,信息流广告,Android,二线,新用户
101084,2026-05-04,社群裂变,iOS,二线,老用户
101085,2026-04-13,站内推荐,Android,二线,新用户
101086,2026-05-22,社群裂变,iOS,三线及以下,新用户
101087,2026-05-19,信息流广告,iOS,新一线,新用户
101088,2026-05-31,信息流广告,Android,三线及以下,新用户
101089,2026-05-10,社群裂变,Android,二线,新用户
101090,2026-04-09,自然流量,Android,二线,新用户
101091,2026-05-01,社群裂变,Android,一线,新用户
101092,2026-04-28,信息流广告,iOS,二线,新用户
101093,2026-05-22,社群裂变,PC,二线,新用户
101094,2026-04-24,自然流量,Android,一线,新用户
101095,2026-04-21,自然流量,iOS,三线及以下,新用户
101096,2026-04-05,站内推荐,Android,新一线,新用户
101097,2026-05-21,站内推荐,Android,新一线,新用户
101098,2026-05-17,站内推荐,Android,三线及以下,新用户
101099,2026-04-03,站内推荐,Android,新一线,新用户
101100,2026-04-27,信息流广告,Android,二线,新用户
101101,2026-04-30,自然流量,Android,二线,老用户
101102,2026-04-29,自然流量,iOS,一线,新用户
101103,2026-05-27,信息流广告,iOS,新一线,新用户
101104,2026-04-10,自然流量,PC,新一线,老用户
101105,2026-04-19,站内推荐,Android,一线,新用户
101106,2026-04-12,自然流量,Android,二线,新用户
101107,2026-04-15,自然流量,iOS,一线,老用户
101108,2026-05-26,自然流量,Android,三线及以下,老用户
101109,2026-05-28,自然流量,iOS,新一线,老用户
101110,2026-04-03,自然流量,iOS,新一线,老用户
101111,2026-05-09,搜索广告,iOS,三线及以下,新用户
101112,2026-04-15,信息流广告,Android,新一线,老用户
101113,2026-04-12,搜索广告,Android,二线,新用户
101114,2026-04-18,站内推荐,iOS,二线,老用户
101115,2026-04-12,搜索广告,iOS,三线及以下,新用户
101116,2026-04-30,搜索广告,Android,一线,新用户
101117,2026-05-31,信息流广告,Android,一线,新用户
101118,2026-05-06,自然流量,Android,三线及以下,新用户
101119,2026-05-15,信息流广告,iOS,一线,新用户
101120,2026-05-01,站内推荐,Android,二线,老用户
101121,2026-04-01,搜索广告,PC,二线,新用户
101122,2026-04-06,自然流量,Android,二线,老用户
101123,2026-04-17,信息流广告,iOS,三线及以下,新用户
101124,2026-04-15,社群裂变,Android,三线及以下,新用户
101125,2026-05-22,搜索广告,iOS,一线,新用户
101126,2026-05-22,搜索广告,iOS,二线,新用户
101127,2026-05-23,站内推荐,iOS,二线,新用户
101128,2026-05-09,搜索广告,PC,新一线,新用户
101129,2026-05-04,搜索广告,Android,三线及以下,新用户
101130,2026-05-10,自然流量,PC,新一线,老用户
101131,2026-04-25,自然流量,Android,一线,新用户
101132,2026-05-11,站内推荐,Android,三线及以下,老用户
101133,2026-05-19,搜索广告,iOS,三线及以下,老用户
101134,2026-05-17,信息流广告,Android,一线,新用户
101135,2026-05-08,搜索广告,iOS,二线,老用户
101136,2026-04-04,自然流量,Android,一线,老用户
101137,2026-05-15,社群裂变,iOS,一线,老用户
101138,2026-04-23,自然流量,Android,新一线,老用户
101139,2026-05-16,社群裂变,Android,三线及以下,新用户
101140,2026-05-03,搜索广告,iOS,一线,老用户
101141,2026-05-24,自然流量,iOS,一线,新用户
101142,2026-04-21,自然流量,PC,二线,新用户
101143,2026-05-27,社群裂变,iOS,新一线,老用户
101144,2026-05-22,自然流量,iOS,一线,新用户
101145,2026-04-21,自然流量,iOS,新一线,新用户
101146,2026-04-30,社群裂变,iOS,三线及以下,新用户
101147,2026-05-03,信息流广告,Android,二线,新用户
101148,2026-05-17,信息流广告,iOS,二线,老用户
101149,2026-05-13,自然流量,Android,一线,新用户
101150,2026-05-22,站内推荐,Android,新一线,新用户
101151,2026-04-23,自然流量,iOS,三线及以下,老用户
101152,2026-05-01,自然流量,PC,新一线,老用户
101153,2026-04-27,信息流广告,PC,一线,老用户
101154,2026-05-26,自然流量,iOS,新一线,新用户
101155,2026-04-19,信息流广告,iOS,新一线,老用户
101156,2026-05-06,自然流量,iOS,一线,新用户
101157,2026-04-08,自然流量,iOS,三线及以下,老用户
101158,2026-05-22,信息流广告,Android,新一线,新用户
101159,2026-04-24,站内推荐,Android,二线,新用户
101160,2026-04-21,自然流量,Android,一线,新用户
101161,2026-05-06,自然流量,iOS,二线,新用户
101162,2026-05-01,站内推荐,iOS,二线,新用户
101163,2026-05-22,站内推荐,PC,三线及以下,新用户
101164,2026-05-03,搜索广告,PC,新一线,老用户
101165,2026-05-02,自然流量,iOS,三线及以下,新用户
101166,2026-04-07,信息流广告,Android,新一线,新用户
101167,2026-04-02,自然流量,Android,二线,新用户
101168,2026-04-25,自然流量,Android,三线及以下,老用户
101169,2026-05-31,信息流广告,Android,二线,新用户
101170,2026-05-26,搜索广告,PC,二线,新用户
101171,2026-05-09,信息流广告,iOS,三线及以下,老用户
101172,2026-05-09,搜索广告,iOS,三线及以下,老用户
101173,2026-04-24,自然流量,PC,一线,新用户
101174,2026-04-11,信息流广告,iOS,一线,老用户
101175,2026-04-01,社群裂变,iOS,二线,老用户
101176,2026-04-21,站内推荐,Android,三线及以下,新用户
101177,2026-04-20,信息流广告,Android,新一线,老用户
101178,2026-04-12,搜索广告,Android,新一线,新用户
101179,2026-04-16,自然流量,Android,二线,老用户
101180,2026-04-02,自然流量,Android,一线,老用户
101181,2026-05-08,社群裂变,iOS,一线,老用户
101182,2026-05-27,自然流量,Android,一线,老用户
101183,2026-05-13,信息流广告,Android,一线,新用户
101184,2026-04-28,信息流广告,PC,二线,新用户
101185,2026-04-26,自然流量,iOS,新一线,老用户
101186,2026-04-19,自然流量,iOS,一线,新用户
101187,2026-04-09,信息流广告,Android,二线,新用户
101188,2026-05-07,站内推荐,iOS,新一线,老用户
101189,2026-05-05,搜索广告,iOS,新一线,新用户
101190,2026-04-01,信息流广告,Android,新一线,新用户
101191,2026-04-26,自然流量,Android,一线,新用户
101192,2026-04-17,搜索广告,iOS,二线,新用户
101193,2026-04-11,自然流量,iOS,一线,老用户
101194,2026-05-13,搜索广告,iOS,一线,新用户
101195,2026-05-03,社群裂变,Android,一线,新用户
101196,2026-05-09,信息流广告,Android,新一线,老用户
101197,2026-05-14,自然流量,iOS,一线,新用户
101198,2026-05-30,自然流量,iOS,新一线,老用户
101199,2026-05-19,自然流量,iOS,新一线,新用户
101200,2026-05-08,信息流广告,iOS,一线,新用户
101201,2026-05-24,站内推荐,iOS,三线及以下,新用户
101202,2026-04-30,自然流量,Android,新一线,老用户
101203,2026-05-31,搜索广告,iOS,一线,老用户
101204,2026-05-17,搜索广告,iOS,二线,新用户
101205,2026-05-10,自然流量,Android,一线,新用户
101206,2026-05-26,自然流量,Android,二线,新用户
101207,2026-05-02,信息流广告,iOS,一线,新用户
101208,2026-05-14,搜索广告,iOS,新一线,新用户
101209,2026-04-18,信息流广告,iOS,三线及以下,老用户
101210,2026-05-29,社群裂变,iOS,一线,老用户
101211,2026-05-09,站内推荐,Android,一线,新用户
101212,2026-05-18,社群裂变,iOS,二线,新用户
101213,2026-04-29,站内推荐,Android,三线及以下,新用户
101214,2026-05-23,社群裂变,Android,新一线,新用户
101215,2026-04-05,站内推荐,iOS,二线,新用户
101216,2026-04-07,社群裂变,iOS,一线,老用户
101217,2026-05-01,社群裂变,iOS,二线,新用户
101218,2026-05-15,社群裂变,iOS,新一线,新用户
101219,2026-05-20,站内推荐,Android,二线,新用户
101220,2026-04-27,信息流广告,iOS,一线,新用户
101221,2026-05-10,搜索广告,Android,二线,老用户
101222,2026-05-04,信息流广告,Android,新一线,老用户
101223,2026-05-29,站内推荐,Android,二线,老用户
101224,2026-05-10,信息流广告,Android,二线,老用户
101225,2026-04-26,社群裂变,Android,三线及以下,新用户
101226,2026-05-30,社群裂变,PC,三线及以下,老用户
101227,2026-04-07,站内推荐,PC,新一线,老用户
101228,2026-05-31,自然流量,iOS,二线,新用户
101229,2026-04-10,搜索广告,iOS,一线,新用户
101230,2026-04-18,社群裂变,iOS,三线及以下,老用户
101231,2026-05-21,站内推荐,iOS,二线,老用户
101232,2026-05-15,站内推荐,Android,新一线,新用户
101233,2026-05-30,搜索广告,iOS,新一线,老用户
101234,2026-05-16,搜索广告,Android,二线,老用户
101235,2026-05-09,自然流量,Android,三线及以下,老用户
101236,2026-04-22,站内推荐,iOS,三线及以下,新用户
101237,2026-04-01,自然流量,Android,二线,新用户
101238,2026-04-08,社群裂变,iOS,新一线,老用户
101239,2026-04-19,社群裂变,Android,三线及以下,新用户
101240,2026-04-03,信息流广告,Android,二线,新用户
101241,2026-05-01,自然流量,iOS,二线,老用户
101242,2026-05-18,自然流量,Android,二线,新用户
101243,2026-05-29,站内推荐,iOS,二线,新用户
101244,2026-04-30,信息流广告,Android,二线,老用户
101245,2026-05-24,自然流量,Android,二线,新用户
101246,2026-05-31,搜索广告,Android,三线及以下,老用户
101247,2026-05-23,自然流量,Android,三线及以下,新用户
101248,2026-04-29,站内推荐,Android,新一线,新用户
101249,2026-04-20,信息流广告,Android,一线,新用户
101250,2026-05-30,自然流量,Android,二线,新用户
101251,2026-04-15,自然流量,Android,二线,新用户
101252,2026-04-26,信息流广告,Android,二线,老用户
101253,2026-04-05,信息流广告,Android,三线及以下,老用户
101254,2026-05-19,社群裂变,Android,一线,新用户
101255,2026-05-10,信息流广告,iOS,新一线,新用户
101256,2026-04-06,信息流广告,iOS,三线及以下,老用户
101257,2026-04-14,自然流量,iOS,三线及以下,新用户
101258,2026-05-04,自然流量,iOS,新一线,新用户
101259,2026-05-03,站内推荐,Android,一线,新用户
101260,2026-05-19,自然流量,iOS,新一线,新用户
101261,2026-04-17,站内推荐,Android,新一线,新用户
101262,2026-05-27,信息流广告,iOS,二线,新用户
101263,2026-04-28,自然流量,iOS,新一线,老用户
101264,2026-05-21,自然流量,Android,新一线,新用户
101265,2026-04-15,自然流量,Android,二线,新用户
101266,2026-04-03,社群裂变,Android,二线,新用户
101267,2026-04-04,信息流广告,Android,二线,新用户
101268,2026-04-23,信息流广告,PC,新一线,老用户
101269,2026-05-29,搜索广告,Android,新一线,老用户
101270,2026-04-03,搜索广告,iOS,新一线,老用户
101271,2026-04-23,站内推荐,iOS,三线及以下,新用户
101272,2026-04-07,站内推荐,PC,新一线,新用户
101273,2026-05-27,搜索广告,Android,二线,新用户
101274,2026-05-12,社群裂变,Android,二线,新用户
101275,2026-05-17,社群裂变,Android,三线及以下,新用户
101276,2026-05-14,信息流广告,iOS,新一线,新用户
101277,2026-05-11,搜索广告,Android,新一线,新用户
101278,2026-05-18,自然流量,Android,三线及以下,新用户
101279,2026-04-01,社群裂变,PC,一线,新用户
101280,2026-05-23,站内推荐,iOS,二线,新用户
101281,2026-05-16,自然流量,Android,新一线,新用户
101282,2026-05-16,社群裂变,iOS,三线及以下,老用户
101283,2026-04-24,站内推荐,PC,二线,新用户
101284,2026-05-19,自然流量,iOS,一线,新用户
101285,2026-04-24,搜索广告,Android,三线及以下,新用户
101286,2026-04-03,站内推荐,iOS,二线,新用户
101287,2026-05-26,站内推荐,Android,二线,老用户
101288,2026-04-15,自然流量,Android,新一线,新用户
101289,2026-04-07,信息流广告,iOS,一线,老用户
101290,2026-05-08,搜索广告,Android,二线,老用户
101291,2026-04-15,自然流量,PC,新一线,新用户
101292,2026-05-23,信息流广告,Android,三线及以下,老用户
101293,2026-04-28,自然流量,iOS,新一线,老用户
101294,2026-04-01,自然流量,Android,二线,老用户
101295,2026-05-29,搜索广告,Android,新一线,新用户
101296,2026-05-02,搜索广告,Android,二线,老用户
101297,2026-04-17,搜索广告,Android,一线,新用户
101298,2026-05-12,社群裂变,Android,新一线,新用户
101299,2026-05-03,信息流广告,iOS,一线,老用户
101300,2026-04-02,自然流量,Android,二线,新用户
101301,2026-05-17,自然流量,iOS,新一线,新用户
101302,2026-04-25,自然流量,iOS,二线,新用户
101303,2026-05-13,信息流广告,iOS,一线,新用户
101304,2026-05-25,自然流量,iOS,二线,新用户
101305,2026-05-08,自然流量,Android,二线,新用户
101306,2026-05-11,自然流量,Android,一线,新用户
101307,2026-04-16,搜索广告,iOS,一线,老用户
101308,2026-04-15,搜索广告,Android,新一线,新用户
101309,2026-04-26,站内推荐,PC,二线,老用户
101310,2026-05-23,社群裂变,PC,三线及以下,新用户
101311,2026-05-02,搜索广告,Android,一线,老用户
101312,2026-04-22,自然流量,PC,二线,老用户
101313,2026-05-18,搜索广告,Android,二线,老用户
101314,2026-05-23,自然流量,PC,二线,新用户
101315,2026-05-26,信息流广告,PC,二线,新用户
101316,2026-04-19,信息流广告,iOS,三线及以下,老用户
101317,2026-05-14,信息流广告,PC,二线,老用户
101318,2026-05-07,自然流量,Android,三线及以下,新用户
101319,2026-04-28,搜索广告,Android,新一线,新用户
101320,2026-04-25,社群裂变,PC,三线及以下,老用户
101321,2026-04-07,社群裂变,Android,三线及以下,新用户
101322,2026-04-17,搜索广告,Android,三线及以下,老用户
101323,2026-05-04,搜索广告,Android,新一线,老用户
101324,2026-05-25,自然流量,Android,三线及以下,新用户
101325,2026-05-23,社群裂变,PC,一线,新用户
101326,2026-04-12,搜索广告,PC,二线,新用户
101327,2026-05-12,自然流量,Android,新一线,新用户
101328,2026-04-06,信息流广告,PC,二线,新用户
101329,2026-05-12,站内推荐,iOS,新一线,老用户
101330,2026-04-21,搜索广告,PC,一线,新用户
101331,2026-04-28,信息流广告,iOS,新一线,老用户
101332,2026-05-14,搜索广告,Android,一线,老用户
101333,2026-04-26,信息流广告,iOS,新一线,老用户
101334,2026-05-20,信息流广告,Android,三线及以下,新用户
101335,2026-05-03,自然流量,Android,二线,新用户
101336,2026-05-31,信息流广告,iOS,三线及以下,老用户
101337,2026-05-09,搜索广告,Android,三线及以下,新用户
101338,2026-04-19,自然流量,Android,新一线,新用户
101339,2026-05-18,社群裂变,iOS,二线,新用户
101340,2026-04-25,自然流量,Android,二线,新用户
101341,2026-05-03,搜索广告,iOS,一线,老用户
101342,2026-04-09,搜索广告,iOS,二线,新用户
101343,2026-04-08,搜索广告,iOS,二线,新用户
101344,2026-05-06,搜索广告,Android,二线,新用户
101345,2026-04-12,站内推荐,Android,二线,新用户
101346,2026-05-31,信息流广告,Android,一线,新用户
101347,2026-05-23,社群裂变,Android,二线,老用户
101348,2026-05-13,搜索广告,Android,一线,老用户
101349,2026-05-15,自然流量,Android,三线及以下,老用户
101350,2026-05-07,自然流量,PC,新一线,新用户
101351,2026-04-04,信息流广告,Android,新一线,新用户
101352,2026-04-24,自然流量,iOS,新一线,新用户
101353,2026-05-01,信息流广告,iOS,新一线,老用户
101354,2026-05-26,信息流广告,Android,新一线,老用户
101355,2026-04-14,搜索广告,Android,一线,老用户
101356,2026-05-01,自然流量,iOS,二线,新用户
101357,2026-04-21,社群裂变,PC,三线及以下,新用户
101358,2026-04-09,信息流广告,PC,新一线,老用户
101359,2026-04-07,搜索广告,iOS,二线,新用户
101360,2026-04-23,自然流量,iOS,三线及以下,老用户
101361,2026-04-06,信息流广告,iOS,新一线,老用户
101362,2026-04-05,自然流量,Android,三线及以下,新用户
101363,2026-04-22,搜索广告,Android,新一线,老用户
101364,2026-04-13,信息流广告,Android,新一线,老用户
101365,2026-05-04,站内推荐,iOS,一线,老用户
101366,2026-04-02,信息流广告,Android,一线,新用户
101367,2026-04-19,搜索广告,iOS,二线,新用户
101368,2026-04-28,自然流量,Android,三线及以下,老用户
101369,2026-05-29,搜索广告,Android,一线,新用户
101370,2026-05-09,信息流广告,Android,三线及以下,新用户
101371,2026-05-24,信息流广告,Android,新一线,新用户
101372,2026-04-21,自然流量,PC,新一线,新用户
101373,2026-04-28,自然流量,iOS,三线及以下,老用户
101374,2026-04-26,自然流量,Android,三线及以下,新用户
101375,2026-05-25,站内推荐,iOS,二线,新用户
101376,2026-05-29,信息流广告,iOS,新一线,新用户
101377,2026-05-29,自然流量,PC,一线,新用户
101378,2026-05-16,站内推荐,Android,新一线,新用户
101379,2026-05-01,自然流量,iOS,三线及以下,新用户
101380,2026-05-03,信息流广告,Android,新一线,新用户
101381,2026-05-30,搜索广告,Android,二线,新用户
101382,2026-04-18,站内推荐,PC,一线,老用户
101383,2026-04-22,搜索广告,Android,新一线,新用户
101384,2026-05-25,信息流广告,iOS,新一线,新用户
101385,2026-04-24,站内推荐,Android,二线,新用户
101386,2026-04-15,自然流量,iOS,二线,老用户
101387,2026-05-05,站内推荐,iOS,三线及以下,新用户
101388,2026-04-20,社群裂变,Android,三线及以下,新用户
101389,2026-05-25,站内推荐,Android,二线,老用户
101390,2026-05-26,自然流量,iOS,一线,老用户
101391,2026-04-19,自然流量,Android,三线及以下,新用户
101392,2026-05-03,搜索广告,Android,三线及以下,新用户
101393,2026-05-31,信息流广告,Android,三线及以下,老用户
101394,2026-05-16,搜索广告,iOS,新一线,新用户
101395,2026-04-14,站内推荐,Android,一线,老用户
101396,2026-05-07,搜索广告,iOS,二线,新用户
101397,2026-05-08,信息流广告,iOS,新一线,老用户
101398,2026-05-10,信息流广告,iOS,新一线,老用户
101399,2026-04-02,自然流量,iOS,新一线,老用户
101400,2026-04-19,自然流量,iOS,二线,新用户
101401,2026-05-23,自然流量,iOS,新一线,老用户
101402,2026-04-15,社群裂变,PC,二线,新用户
101403,2026-04-19,搜索广告,Android,二线,新用户
101404,2026-04-20,搜索广告,iOS,二线,老用户
101405,2026-04-11,信息流广告,PC,一线,新用户
101406,2026-04-10,搜索广告,iOS,三线及以下,老用户
101407,2026-04-22,社群裂变,Android,新一线,新用户
101408,2026-05-24,站内推荐,Android,新一线,新用户
101409,2026-04-01,搜索广告,Android,新一线,新用户
101410,2026-04-18,社群裂变,iOS,新一线,新用户
101411,2026-04-04,信息流广告,iOS,二线,新用户
101412,2026-05-05,信息流广告,Android,一线,新用户
101413,2026-04-16,站内推荐,Android,三线及以下,老用户
101414,2026-05-19,信息流广告,Android,一线,老用户
101415,2026-05-06,信息流广告,Android,三线及以下,老用户
101416,2026-05-18,信息流广告,iOS,二线,新用户
101417,2026-05-09,信息流广告,Android,一线,新用户
101418,2026-04-27,搜索广告,iOS,二线,老用户
101419,2026-05-23,搜索广告,PC,新一线,新用户
101420,2026-04-30,信息流广告,Android,三线及以下,新用户
101421,2026-05-28,自然流量,Android,二线,老用户
101422,2026-05-31,站内推荐,Android,二线,新用户
101423,2026-05-06,信息流广告,iOS,新一线,老用户
101424,2026-05-12,站内推荐,iOS,三线及以下,新用户
101425,2026-04-16,自然流量,Android,二线,新用户
101426,2026-05-20,搜索广告,Android,二线,新用户
101427,2026-05-11,搜索广告,Android,新一线,老用户
101428,2026-05-26,社群裂变,PC,新一线,新用户
101429,2026-04-17,自然流量,iOS,二线,老用户
101430,2026-05-19,站内推荐,iOS,二线,新用户
101431,2026-04-29,搜索广告,Android,三线及以下,老用户
101432,2026-04-12,搜索广告,iOS,二线,新用户
101433,2026-04-11,信息流广告,iOS,二线,新用户
101434,2026-05-05,自然流量,PC,新一线,老用户
101435,2026-04-20,信息流广告,Android,二线,老用户
101436,2026-04-07,自然流量,PC,新一线,老用户
101437,2026-04-27,信息流广告,iOS,三线及以下,新用户
101438,2026-05-10,搜索广告,iOS,新一线,老用户
101439,2026-04-20,信息流广告,Android,二线,新用户
101440,2026-05-29,自然流量,PC,三线及以下,老用户
101441,2026-05-18,自然流量,iOS,二线,新用户
101442,2026-05-02,自然流量,iOS,新一线,新用户
101443,2026-05-28,自然流量,iOS,二线,新用户
101444,2026-04-27,搜索广告,Android,一线,新用户
101445,2026-04-09,自然流量,Android,一线,新用户
101446,2026-04-03,站内推荐,Android,三线及以下,老用户
101447,2026-05-28,自然流量,iOS,三线及以下,老用户
101448,2026-05-29,自然流量,Android,一线,新用户
101449,2026-05-16,站内推荐,Android,三线及以下,新用户
101450,2026-04-07,自然流量,iOS,新一线,老用户
101451,2026-04-18,信息流广告,iOS,三线及以下,老用户
101452,2026-04-03,站内推荐,Android,三线及以下,新用户
101453,2026-04-04,站内推荐,iOS,三线及以下,老用户
101454,2026-04-16,搜索广告,PC,三线及以下,新用户
101455,2026-05-05,自然流量,Android,三线及以下,老用户
101456,2026-04-04,搜索广告,iOS,二线,老用户
101457,2026-05-31,站内推荐,Android,新一线,新用户
101458,2026-04-28,站内推荐,Android,新一线,新用户
101459,2026-04-17,自然流量,iOS,二线,老用户
101460,2026-05-02,信息流广告,Android,一线,新用户
101461,2026-05-19,信息流广告,iOS,三线及以下,新用户
101462,2026-04-20,自然流量,iOS,一线,新用户
101463,2026-04-03,搜索广告,Android,三线及以下,老用户
101464,2026-04-04,自然流量,Android,新一线,新用户
101465,2026-05-22,信息流广告,iOS,三线及以下,新用户
101466,2026-04-07,自然流量,iOS,三线及以下,老用户
101467,2026-05-09,信息流广告,Android,新一线,老用户
101468,2026-04-24,自然流量,iOS,二线,新用户
101469,2026-05-18,信息流广告,PC,新一线,新用户
101470,2026-04-04,自然流量,Android,三线及以下,新用户
101471,2026-05-25,站内推荐,PC,三线及以下,新用户
101472,2026-05-13,自然流量,Android,新一线,新用户
101473,2026-04-28,搜索广告,Android,一线,新用户
101474,2026-04-13,自然流量,iOS,新一线,新用户
101475,2026-05-30,自然流量,iOS,一线,新用户
101476,2026-04-19,自然流量,iOS,三线及以下,新用户
101477,2026-04-30,自然流量,iOS,新一线,新用户
101478,2026-04-25,自然流量,PC,三线及以下,老用户
101479,2026-04-15,信息流广告,Android,三线及以下,新用户
101480,2026-04-26,搜索广告,Android,三线及以下,老用户
101481,2026-04-10,自然流量,Android,二线,新用户
101482,2026-04-01,信息流广告,Android,新一线,新用户
101483,2026-04-18,搜索广告,Android,三线及以下,新用户
101484,2026-04-07,自然流量,Android,二线,新用户
101485,2026-04-26,信息流广告,Android,三线及以下,老用户
101486,2026-05-23,自然流量,Android,新一线,新用户
101487,2026-04-10,自然流量,iOS,一线,新用户
101488,2026-04-01,信息流广告,PC,三线及以下,新用户
101489,2026-04-07,站内推荐,iOS,三线及以下,新用户
101490,2026-05-01,站内推荐,Android,新一线,新用户
101491,2026-04-17,站内推荐,PC,二线,新用户
101492,2026-04-30,信息流广告,iOS,一线,新用户
101493,2026-04-02,自然流量,iOS,二线,新用户
101494,2026-04-21,信息流广告,iOS,新一线,老用户
101495,2026-04-26,自然流量,Android,新一线,新用户
101496,2026-04-27,自然流量,PC,新一线,老用户
101497,2026-05-04,自然流量,Android,新一线,新用户
101498,2026-05-18,信息流广告,Android,新一线,新用户
101499,2026-04-29,信息流广告,PC,新一线,老用户
101500,2026-05-22,自然流量,Android,新一线,新用户
101501,2026-05-03,搜索广告,PC,二线,新用户
101502,2026-04-16,信息流广告,iOS,二线,老用户
101503,2026-04-14,站内推荐,Android,二线,老用户
101504,2026-04-20,自然流量,iOS,新一线,新用户
101505,2026-05-07,搜索广告,iOS,一线,新用户
101506,2026-04-15,自然流量,Android,三线及以下,老用户
