event_id,user_id,session_id,event_time,event_name,product_id,channel,device
5650,101230,S101230_2,2026-05-08 15:27:59,view_product,2012,社群裂变,iOS
5651,101231,S101231_1,2026-05-23 08:52:51,visit_home,2017,站内推荐,iOS
5652,101231,S101231_1,2026-05-23 08:54:36,view_product,2017,站内推荐,iOS
5653,101231,S101231_1,2026-05-23 08:55:24,add_cart,2017,站内推荐,iOS
5654,101231,S101231_1,2026-05-23 08:59:24,submit_order,2017,站内推荐,iOS
5655,101231,S101231_1,2026-05-23 09:06:23,pay_success,2017,站内推荐,iOS
5656,101232,S101232_1,2026-05-25 22:56:05,visit_home,2004,站内推荐,Android
5657,101232,S101232_1,2026-05-25 23:01:54,view_product,2004,站内推荐,Android
5658,101233,S101233_1,2026-05-16 11:56:48,visit_home,2003,搜索广告,iOS
5659,101233,S101233_2,2026-05-29 08:00:00,visit_home,2050,搜索广告,iOS
5660,101233,S101233_2,2026-05-29 08:01:18,view_product,2050,搜索广告,iOS
5661,101233,S101233_3,2026-05-26 23:07:26,visit_home,2030,搜索广告,iOS
5662,101233,S101233_3,2026-05-26 23:08:14,view_product,2030,搜索广告,iOS
5663,101234,S101234_1,2026-05-16 01:47:22,visit_home,2041,搜索广告,Android
5664,101234,S101234_2,2026-05-29 23:52:16,visit_home,2018,搜索广告,Android
5665,101234,S101234_2,2026-05-29 23:56:53,view_product,2018,搜索广告,Android
5666,101234,S101234_2,2026-05-30 00:03:44,add_cart,2018,搜索广告,Android
5667,101235,S101235_1,2026-05-12 02:45:13,visit_home,2028,自然流量,Android
5668,101235,S101235_1,2026-05-12 02:47:11,view_product,2028,自然流量,Android
5669,101235,S101235_2,2026-05-06 14:04:48,visit_home,2028,自然流量,Android
5670,101235,S101235_3,2026-05-19 08:22:30,visit_home,2017,自然流量,Android
5671,101235,S101235_3,2026-05-19 08:29:57,view_product,2017,自然流量,Android
5672,101235,S101235_3,2026-05-19 08:34:17,add_cart,2017,自然流量,Android
5673,101235,S101235_3,2026-05-19 08:42:07,submit_order,2017,自然流量,Android
5674,101235,S101235_3,2026-05-19 08:43:23,pay_success,2017,自然流量,Android
5675,101235,S101235_4,2026-05-31 09:22:36,visit_home,2003,自然流量,Android
5676,101235,S101235_5,2026-05-27 02:44:06,visit_home,2007,自然流量,Android
5677,101235,S101235_5,2026-05-27 02:46:24,view_product,2007,自然流量,Android
5678,101236,S101236_1,2026-05-08 10:57:30,visit_home,2050,站内推荐,iOS
5679,101237,S101237_1,2026-05-14 01:30:43,visit_home,2034,自然流量,Android
5680,101238,S101238_1,2026-05-24 13:55:09,visit_home,2034,社群裂变,iOS
5681,101239,S101239_1,2026-05-02 20:58:41,visit_home,2040,社群裂变,Android
5682,101239,S101239_2,2026-05-04 23:06:21,visit_home,2036,社群裂变,Android
5683,101239,S101239_2,2026-05-04 23:14:44,view_product,2036,社群裂变,Android
5684,101239,S101239_3,2026-05-23 11:57:16,visit_home,2002,社群裂变,Android
5685,101239,S101239_3,2026-05-23 12:04:21,view_product,2002,社群裂变,Android
5686,101239,S101239_4,2026-05-30 23:26:30,visit_home,2034,社群裂变,Android
5687,101240,S101240_1,2026-05-09 07:29:31,visit_home,2011,信息流广告,Android
5688,101240,S101240_1,2026-05-09 07:31:59,view_product,2011,信息流广告,Android
5689,101240,S101240_1,2026-05-09 07:38:24,add_cart,2011,信息流广告,Android
5690,101240,S101240_1,2026-05-09 07:43:38,submit_order,2011,信息流广告,Android
5691,101241,S101241_1,2026-05-11 19:09:04,visit_home,2025,自然流量,iOS
5692,101241,S101241_1,2026-05-11 19:10:11,view_product,2025,自然流量,iOS
5693,101241,S101241_1,2026-05-11 19:25:09,add_cart,2025,自然流量,iOS
5694,101241,S101241_1,2026-05-11 19:28:11,submit_order,2025,自然流量,iOS
5695,101241,S101241_2,2026-05-07 19:25:08,visit_home,2044,自然流量,iOS
5696,101241,S101241_3,2026-05-11 01:46:21,visit_home,2028,自然流量,iOS
5697,101241,S101241_4,2026-05-31 03:45:50,visit_home,2016,自然流量,iOS
5698,101242,S101242_1,2026-05-25 13:47:14,visit_home,2008,自然流量,Android
5699,101242,S101242_2,2026-05-07 22:24:37,visit_home,2045,自然流量,Android
5700,101242,S101242_2,2026-05-07 22:26:02,view_product,2045,自然流量,Android
5701,101242,S101242_3,2026-05-15 18:42:32,visit_home,2050,自然流量,Android
5702,101242,S101242_3,2026-05-15 18:46:08,view_product,2050,自然流量,Android
5703,101242,S101242_4,2026-05-18 04:43:18,visit_home,2043,自然流量,Android
5704,101242,S101242_4,2026-05-18 04:50:11,view_product,2043,自然流量,Android
5705,101242,S101242_5,2026-05-06 02:42:44,visit_home,2032,自然流量,Android
5706,101243,S101243_1,2026-05-31 05:15:23,visit_home,2012,站内推荐,iOS
5707,101243,S101243_1,2026-05-31 05:17:56,view_product,2012,站内推荐,iOS
5708,101243,S101243_2,2026-05-22 04:42:26,visit_home,2041,站内推荐,iOS
5709,101243,S101243_3,2026-05-24 01:12:49,visit_home,2024,站内推荐,iOS
5710,101243,S101243_4,2026-05-01 07:56:57,visit_home,2013,站内推荐,iOS
5711,101243,S101243_5,2026-05-09 05:29:00,visit_home,2014,站内推荐,iOS
5712,101244,S101244_1,2026-05-14 08:06:53,visit_home,2045,信息流广告,Android
5713,101244,S101244_1,2026-05-14 08:12:17,view_product,2045,信息流广告,Android
5714,101245,S101245_1,2026-05-14 08:37:23,visit_home,2043,自然流量,Android
5715,101245,S101245_2,2026-05-21 06:23:35,visit_home,2006,自然流量,Android
5716,101245,S101245_3,2026-05-12 23:53:53,visit_home,2018,自然流量,Android
5717,101245,S101245_3,2026-05-12 23:57:55,view_product,2018,自然流量,Android
5718,101245,S101245_4,2026-05-09 11:05:49,visit_home,2029,自然流量,Android
5719,101245,S101245_4,2026-05-09 11:09:48,view_product,2029,自然流量,Android
5720,101245,S101245_4,2026-05-09 11:19:49,add_cart,2029,自然流量,Android
5721,101245,S101245_4,2026-05-09 11:25:46,submit_order,2029,自然流量,Android
5722,101245,S101245_5,2026-05-29 23:27:17,visit_home,2040,自然流量,Android
5723,101246,S101246_1,2026-05-12 02:42:29,visit_home,2034,搜索广告,Android
5724,101246,S101246_1,2026-05-12 02:52:12,view_product,2034,搜索广告,Android
5725,101246,S101246_1,2026-05-12 03:05:53,add_cart,2034,搜索广告,Android
5726,101246,S101246_1,2026-05-12 03:10:21,submit_order,2034,搜索广告,Android
5727,101246,S101246_1,2026-05-12 03:13:42,pay_success,2034,搜索广告,Android
5728,101246,S101246_2,2026-05-06 17:50:28,visit_home,2033,搜索广告,Android
5729,101246,S101246_2,2026-05-06 17:51:39,view_product,2033,搜索广告,Android
5730,101247,S101247_1,2026-05-03 13:29:59,visit_home,2017,自然流量,Android
5731,101247,S101247_1,2026-05-03 13:39:31,view_product,2017,自然流量,Android
5732,101247,S101247_2,2026-05-09 22:52:51,visit_home,2033,自然流量,Android
5733,101247,S101247_2,2026-05-09 22:54:30,view_product,2033,自然流量,Android
5734,101247,S101247_2,2026-05-09 22:55:35,add_cart,2033,自然流量,Android
5735,101247,S101247_2,2026-05-09 22:56:13,submit_order,2033,自然流量,Android
5736,101247,S101247_3,2026-05-24 05:44:33,visit_home,2028,自然流量,Android
5737,101247,S101247_3,2026-05-24 05:51:08,view_product,2028,自然流量,Android
5738,101248,S101248_1,2026-05-13 20:26:56,visit_home,2045,站内推荐,Android
5739,101248,S101248_1,2026-05-13 20:28:29,view_product,2045,站内推荐,Android
5740,101248,S101248_1,2026-05-13 20:39:31,add_cart,2045,站内推荐,Android
5741,101248,S101248_1,2026-05-13 20:41:56,submit_order,2045,站内推荐,Android
5742,101248,S101248_1,2026-05-13 20:46:18,pay_success,2045,站内推荐,Android
5743,101249,S101249_1,2026-05-06 17:11:14,visit_home,2004,信息流广告,Android
5744,101249,S101249_2,2026-05-06 20:25:19,visit_home,2022,信息流广告,Android
5745,101249,S101249_2,2026-05-06 20:33:44,view_product,2022,信息流广告,Android
5746,101250,S101250_1,2026-05-18 21:16:59,visit_home,2043,自然流量,Android
5747,101251,S101251_1,2026-05-22 19:00:56,visit_home,2004,自然流量,Android
5748,101251,S101251_1,2026-05-22 19:01:23,view_product,2004,自然流量,Android
5749,101251,S101251_2,2026-05-13 15:23:28,visit_home,2006,自然流量,Android
5750,101251,S101251_2,2026-05-13 15:30:20,view_product,2006,自然流量,Android
5751,101252,S101252_1,2026-05-30 00:16:47,visit_home,2011,信息流广告,Android
5752,101252,S101252_1,2026-05-30 00:17:10,view_product,2011,信息流广告,Android
5753,101252,S101252_2,2026-05-29 10:27:36,visit_home,2015,信息流广告,Android
5754,101252,S101252_2,2026-05-29 10:31:53,view_product,2015,信息流广告,Android
5755,101253,S101253_1,2026-05-29 01:03:57,visit_home,2025,信息流广告,Android
5756,101253,S101253_1,2026-05-29 01:13:01,view_product,2025,信息流广告,Android
5757,101253,S101253_2,2026-05-28 17:51:14,visit_home,2006,信息流广告,Android
5758,101253,S101253_2,2026-05-28 17:54:57,view_product,2006,信息流广告,Android
5759,101254,S101254_1,2026-05-22 01:20:14,visit_home,2029,社群裂变,Android
5760,101255,S101255_1,2026-05-22 13:23:43,visit_home,2045,信息流广告,iOS
5761,101256,S101256_1,2026-05-14 18:20:14,visit_home,2035,信息流广告,iOS
5762,101256,S101256_1,2026-05-14 18:24:56,view_product,2035,信息流广告,iOS
5763,101256,S101256_1,2026-05-14 18:39:54,add_cart,2035,信息流广告,iOS
5764,101256,S101256_2,2026-05-27 01:05:25,visit_home,2033,信息流广告,iOS
5765,101256,S101256_2,2026-05-27 01:11:40,view_product,2033,信息流广告,iOS
5766,101256,S101256_2,2026-05-27 01:21:01,add_cart,2033,信息流广告,iOS
5767,101256,S101256_2,2026-05-27 01:25:45,submit_order,2033,信息流广告,iOS
5768,101256,S101256_2,2026-05-27 01:29:58,pay_success,2033,信息流广告,iOS
5769,101257,S101257_1,2026-05-08 12:06:58,visit_home,2030,自然流量,iOS
5770,101257,S101257_1,2026-05-08 12:15:38,view_product,2030,自然流量,iOS
5771,101257,S101257_2,2026-05-24 11:55:22,visit_home,2011,自然流量,iOS
5772,101257,S101257_2,2026-05-24 12:03:42,view_product,2011,自然流量,iOS
5773,101258,S101258_1,2026-05-20 00:43:10,visit_home,2022,自然流量,iOS
5774,101258,S101258_1,2026-05-20 00:49:24,view_product,2022,自然流量,iOS
5775,101258,S101258_1,2026-05-20 01:02:24,add_cart,2022,自然流量,iOS
5776,101259,S101259_1,2026-05-31 13:00:36,visit_home,2028,站内推荐,Android
5777,101260,S101260_1,2026-05-04 00:57:12,visit_home,2024,自然流量,iOS
5778,101260,S101260_1,2026-05-04 01:00:01,view_product,2024,自然流量,iOS
5779,101260,S101260_2,2026-05-25 20:52:08,visit_home,2006,自然流量,iOS
5780,101260,S101260_2,2026-05-25 20:55:28,view_product,2006,自然流量,iOS
5781,101260,S101260_2,2026-05-25 20:59:08,add_cart,2006,自然流量,iOS
5782,101260,S101260_3,2026-05-03 02:13:31,visit_home,2016,自然流量,iOS
5783,101260,S101260_3,2026-05-03 02:15:57,view_product,2016,自然流量,iOS
5784,101260,S101260_4,2026-05-09 03:09:28,visit_home,2036,自然流量,iOS
5785,101260,S101260_4,2026-05-09 03:18:48,view_product,2036,自然流量,iOS
5786,101260,S101260_5,2026-05-01 04:09:32,visit_home,2025,自然流量,iOS
5787,101261,S101261_1,2026-05-04 10:00:48,visit_home,2002,站内推荐,Android
5788,101261,S101261_1,2026-05-04 10:01:56,view_product,2002,站内推荐,Android
5789,101261,S101261_2,2026-05-18 21:56:54,visit_home,2037,站内推荐,Android
5790,101261,S101261_2,2026-05-18 21:58:21,view_product,2037,站内推荐,Android
5791,101261,S101261_3,2026-05-22 20:16:15,visit_home,2021,站内推荐,Android
5792,101261,S101261_3,2026-05-22 20:22:11,view_product,2021,站内推荐,Android
5793,101262,S101262_1,2026-05-11 14:54:50,visit_home,2013,信息流广告,iOS
5794,101262,S101262_2,2026-05-30 15:07:39,visit_home,2014,信息流广告,iOS
5795,101262,S101262_3,2026-05-11 21:34:30,visit_home,2006,信息流广告,iOS
5796,101262,S101262_3,2026-05-11 21:42:36,view_product,2006,信息流广告,iOS
5797,101263,S101263_1,2026-05-21 11:59:37,visit_home,2034,自然流量,iOS
5798,101263,S101263_1,2026-05-21 12:05:04,view_product,2034,自然流量,iOS
5799,101264,S101264_1,2026-05-05 02:53:02,visit_home,2014,自然流量,Android
5800,101264,S101264_1,2026-05-05 02:53:51,view_product,2014,自然流量,Android
5801,101264,S101264_2,2026-05-07 10:19:49,visit_home,2048,自然流量,Android
5802,101264,S101264_2,2026-05-07 10:22:11,view_product,2048,自然流量,Android
5803,101264,S101264_3,2026-05-06 07:40:29,visit_home,2028,自然流量,Android
5804,101264,S101264_3,2026-05-06 07:43:53,view_product,2028,自然流量,Android
5805,101264,S101264_4,2026-05-15 10:14:56,visit_home,2039,自然流量,Android
5806,101264,S101264_4,2026-05-15 10:16:15,view_product,2039,自然流量,Android
5807,101264,S101264_5,2026-05-28 15:41:18,visit_home,2033,自然流量,Android
5808,101264,S101264_5,2026-05-28 15:46:38,view_product,2033,自然流量,Android
5809,101265,S101265_1,2026-05-09 05:08:57,visit_home,2017,自然流量,Android
5810,101265,S101265_1,2026-05-09 05:15:13,view_product,2017,自然流量,Android
5811,101265,S101265_1,2026-05-09 05:25:15,add_cart,2017,自然流量,Android
5812,101265,S101265_2,2026-05-10 00:21:34,visit_home,2012,自然流量,Android
5813,101265,S101265_2,2026-05-10 00:22:08,view_product,2012,自然流量,Android
5814,101265,S101265_3,2026-05-10 09:51:00,visit_home,2040,自然流量,Android
5815,101265,S101265_3,2026-05-10 09:59:04,view_product,2040,自然流量,Android
5816,101265,S101265_3,2026-05-10 10:07:50,add_cart,2040,自然流量,Android
5817,101265,S101265_3,2026-05-10 10:09:04,submit_order,2040,自然流量,Android
5818,101265,S101265_3,2026-05-10 10:17:01,pay_success,2040,自然流量,Android
5819,101266,S101266_1,2026-05-03 13:57:39,visit_home,2032,社群裂变,Android
5820,101266,S101266_1,2026-05-03 14:06:29,view_product,2032,社群裂变,Android
5821,101266,S101266_2,2026-05-26 02:41:19,visit_home,2049,社群裂变,Android
5822,101266,S101266_3,2026-05-30 20:02:39,visit_home,2037,社群裂变,Android
5823,101266,S101266_3,2026-05-30 20:12:18,view_product,2037,社群裂变,Android
5824,101267,S101267_1,2026-05-03 07:41:12,visit_home,2022,信息流广告,Android
5825,101267,S101267_1,2026-05-03 07:44:39,view_product,2022,信息流广告,Android
5826,101267,S101267_1,2026-05-03 07:48:03,add_cart,2022,信息流广告,Android
5827,101267,S101267_2,2026-05-16 10:22:37,visit_home,2002,信息流广告,Android
5828,101267,S101267_3,2026-05-02 06:27:37,visit_home,2018,信息流广告,Android
5829,101267,S101267_3,2026-05-02 06:36:01,view_product,2018,信息流广告,Android
5830,101267,S101267_4,2026-05-17 01:08:34,visit_home,2023,信息流广告,Android
5831,101267,S101267_4,2026-05-17 01:09:25,view_product,2023,信息流广告,Android
5832,101267,S101267_4,2026-05-17 01:17:13,add_cart,2023,信息流广告,Android
5833,101267,S101267_5,2026-05-16 12:20:42,visit_home,2016,信息流广告,Android
5834,101268,S101268_1,2026-05-08 06:13:30,visit_home,2047,信息流广告,PC
5835,101268,S101268_2,2026-05-23 13:22:01,visit_home,2037,信息流广告,PC
5836,101268,S101268_2,2026-05-23 13:26:45,view_product,2037,信息流广告,PC
5837,101269,S101269_1,2026-05-14 16:47:09,visit_home,2049,搜索广告,Android
5838,101269,S101269_1,2026-05-14 16:54:10,view_product,2049,搜索广告,Android
5839,101269,S101269_1,2026-05-14 17:02:02,add_cart,2049,搜索广告,Android
5840,101269,S101269_1,2026-05-14 17:03:10,submit_order,2049,搜索广告,Android
5841,101269,S101269_2,2026-05-23 17:00:35,visit_home,2028,搜索广告,Android
5842,101269,S101269_2,2026-05-23 17:08:14,view_product,2028,搜索广告,Android
5843,101269,S101269_3,2026-05-03 15:41:09,visit_home,2049,搜索广告,Android
5844,101269,S101269_3,2026-05-03 15:42:22,view_product,2049,搜索广告,Android
5845,101270,S101270_1,2026-05-13 06:43:44,visit_home,2005,搜索广告,iOS
5846,101270,S101270_1,2026-05-13 06:46:02,view_product,2005,搜索广告,iOS
5847,101270,S101270_2,2026-05-13 14:26:01,visit_home,2006,搜索广告,iOS
5848,101270,S101270_2,2026-05-13 14:28:44,view_product,2006,搜索广告,iOS
5849,101270,S101270_2,2026-05-13 14:41:03,add_cart,2006,搜索广告,iOS
5850,101270,S101270_3,2026-05-19 05:56:29,visit_home,2015,搜索广告,iOS
5851,101270,S101270_3,2026-05-19 06:04:58,view_product,2015,搜索广告,iOS
5852,101270,S101270_3,2026-05-19 06:09:02,add_cart,2015,搜索广告,iOS
5853,101270,S101270_3,2026-05-19 06:10:39,submit_order,2015,搜索广告,iOS
5854,101270,S101270_3,2026-05-19 06:16:18,pay_success,2015,搜索广告,iOS
5855,101271,S101271_1,2026-05-01 21:18:17,visit_home,2015,站内推荐,iOS
5856,101271,S101271_1,2026-05-01 21:22:03,view_product,2015,站内推荐,iOS
5857,101271,S101271_2,2026-05-09 23:11:58,visit_home,2034,站内推荐,iOS
5858,101271,S101271_2,2026-05-09 23:13:50,view_product,2034,站内推荐,iOS
5859,101271,S101271_3,2026-05-28 02:47:21,visit_home,2032,站内推荐,iOS
5860,101271,S101271_3,2026-05-28 02:50:17,view_product,2032,站内推荐,iOS
5861,101271,S101271_3,2026-05-28 02:51:17,add_cart,2032,站内推荐,iOS
5862,101272,S101272_1,2026-05-31 19:39:43,visit_home,2001,站内推荐,PC
5863,101272,S101272_1,2026-05-31 19:49:14,view_product,2001,站内推荐,PC
5864,101272,S101272_2,2026-05-11 20:26:48,visit_home,2046,站内推荐,PC
5865,101272,S101272_2,2026-05-11 20:29:19,view_product,2046,站内推荐,PC
5866,101272,S101272_3,2026-05-09 08:15:14,visit_home,2043,站内推荐,PC
5867,101272,S101272_4,2026-05-20 07:23:40,visit_home,2021,站内推荐,PC
5868,101273,S101273_1,2026-05-11 16:40:59,visit_home,2040,搜索广告,Android
5869,101273,S101273_2,2026-05-12 12:47:03,visit_home,2017,搜索广告,Android
5870,101273,S101273_2,2026-05-12 12:55:37,view_product,2017,搜索广告,Android
5871,101274,S101274_1,2026-05-28 09:59:39,visit_home,2022,社群裂变,Android
5872,101274,S101274_1,2026-05-28 10:00:01,view_product,2022,社群裂变,Android
5873,101274,S101274_1,2026-05-28 10:12:54,add_cart,2022,社群裂变,Android
5874,101274,S101274_1,2026-05-28 10:22:42,submit_order,2022,社群裂变,Android
5875,101274,S101274_2,2026-05-27 21:39:16,visit_home,2020,社群裂变,Android
5876,101274,S101274_2,2026-05-27 21:43:46,view_product,2020,社群裂变,Android
5877,101274,S101274_2,2026-05-27 21:53:43,add_cart,2020,社群裂变,Android
5878,101274,S101274_3,2026-05-03 02:31:46,visit_home,2011,社群裂变,Android
5879,101274,S101274_3,2026-05-03 02:32:31,view_product,2011,社群裂变,Android
5880,101275,S101275_1,2026-05-01 10:45:33,visit_home,2036,社群裂变,Android
5881,101275,S101275_1,2026-05-01 10:50:02,view_product,2036,社群裂变,Android
5882,101275,S101275_2,2026-05-09 09:21:49,visit_home,2026,社群裂变,Android
5883,101275,S101275_3,2026-05-22 16:51:40,visit_home,2029,社群裂变,Android
5884,101275,S101275_4,2026-05-14 20:05:51,visit_home,2045,社群裂变,Android
5885,101275,S101275_4,2026-05-14 20:15:39,view_product,2045,社群裂变,Android
5886,101276,S101276_1,2026-05-28 20:17:11,visit_home,2037,信息流广告,iOS
5887,101276,S101276_1,2026-05-28 20:22:25,view_product,2037,信息流广告,iOS
5888,101277,S101277_1,2026-05-08 20:54:35,visit_home,2003,搜索广告,Android
5889,101277,S101277_2,2026-05-13 15:09:44,visit_home,2027,搜索广告,Android
5890,101277,S101277_2,2026-05-13 15:11:37,view_product,2027,搜索广告,Android
5891,101277,S101277_3,2026-05-24 20:20:02,visit_home,2031,搜索广告,Android
5892,101278,S101278_1,2026-05-02 14:10:19,visit_home,2040,自然流量,Android
5893,101278,S101278_2,2026-05-08 20:47:25,visit_home,2049,自然流量,Android
5894,101279,S101279_1,2026-05-23 03:11:05,visit_home,2036,社群裂变,PC
5895,101279,S101279_1,2026-05-23 03:13:38,view_product,2036,社群裂变,PC
5896,101279,S101279_1,2026-05-23 03:23:34,add_cart,2036,社群裂变,PC
5897,101279,S101279_1,2026-05-23 03:29:23,submit_order,2036,社群裂变,PC
5898,101279,S101279_2,2026-05-29 08:24:50,visit_home,2046,社群裂变,PC
5899,101279,S101279_2,2026-05-29 08:25:20,view_product,2046,社群裂变,PC
5900,101280,S101280_1,2026-05-15 05:24:17,visit_home,2006,站内推荐,iOS
5901,101280,S101280_1,2026-05-15 05:28:23,view_product,2006,站内推荐,iOS
5902,101280,S101280_2,2026-05-23 01:46:48,visit_home,2001,站内推荐,iOS
5903,101280,S101280_3,2026-05-09 12:10:46,visit_home,2038,站内推荐,iOS
5904,101280,S101280_3,2026-05-09 12:18:46,view_product,2038,站内推荐,iOS
5905,101280,S101280_3,2026-05-09 12:26:55,add_cart,2038,站内推荐,iOS
5906,101280,S101280_3,2026-05-09 12:33:43,submit_order,2038,站内推荐,iOS
5907,101280,S101280_3,2026-05-09 12:40:41,pay_success,2038,站内推荐,iOS
5908,101281,S101281_1,2026-05-14 23:12:55,visit_home,2034,自然流量,Android
5909,101281,S101281_2,2026-05-30 12:53:50,visit_home,2005,自然流量,Android
5910,101281,S101281_2,2026-05-30 12:55:01,view_product,2005,自然流量,Android
5911,101281,S101281_2,2026-05-30 12:57:05,add_cart,2005,自然流量,Android
5912,101281,S101281_3,2026-05-21 13:28:09,visit_home,2008,自然流量,Android
5913,101281,S101281_3,2026-05-21 13:37:58,view_product,2008,自然流量,Android
5914,101281,S101281_3,2026-05-21 13:46:51,add_cart,2008,自然流量,Android
5915,101281,S101281_3,2026-05-21 13:53:02,submit_order,2008,自然流量,Android
5916,101281,S101281_3,2026-05-21 13:59:21,pay_success,2008,自然流量,Android
5917,101282,S101282_1,2026-05-12 12:00:55,visit_home,2001,社群裂变,iOS
5918,101282,S101282_2,2026-05-26 02:38:52,visit_home,2033,社群裂变,iOS
5919,101282,S101282_2,2026-05-26 02:41:42,view_product,2033,社群裂变,iOS
5920,101283,S101283_1,2026-05-29 18:27:25,visit_home,2043,站内推荐,PC
5921,101283,S101283_1,2026-05-29 18:36:16,view_product,2043,站内推荐,PC
5922,101283,S101283_2,2026-05-27 23:22:52,visit_home,2030,站内推荐,PC
5923,101283,S101283_2,2026-05-27 23:24:17,view_product,2030,站内推荐,PC
5924,101283,S101283_3,2026-05-10 19:58:04,visit_home,2047,站内推荐,PC
5925,101283,S101283_3,2026-05-10 20:00:52,view_product,2047,站内推荐,PC
5926,101283,S101283_4,2026-05-21 12:23:51,visit_home,2040,站内推荐,PC
5927,101283,S101283_4,2026-05-21 12:30:57,view_product,2040,站内推荐,PC
5928,101283,S101283_5,2026-05-31 23:32:11,visit_home,2023,站内推荐,PC
5929,101283,S101283_5,2026-05-31 23:41:37,view_product,2023,站内推荐,PC
5930,101284,S101284_1,2026-05-30 05:24:47,visit_home,2012,自然流量,iOS
5931,101284,S101284_1,2026-05-30 05:27:48,view_product,2012,自然流量,iOS
5932,101284,S101284_1,2026-05-30 05:33:46,add_cart,2012,自然流量,iOS
5933,101284,S101284_1,2026-05-30 05:39:18,submit_order,2012,自然流量,iOS
5934,101284,S101284_1,2026-05-30 05:46:51,pay_success,2012,自然流量,iOS
5935,101285,S101285_1,2026-05-31 16:44:12,visit_home,2036,搜索广告,Android
5936,101285,S101285_1,2026-05-31 16:47:49,view_product,2036,搜索广告,Android
5937,101285,S101285_2,2026-05-10 05:48:16,visit_home,2007,搜索广告,Android
5938,101285,S101285_2,2026-05-10 05:48:39,view_product,2007,搜索广告,Android
5939,101285,S101285_3,2026-05-30 19:29:42,visit_home,2038,搜索广告,Android
5940,101286,S101286_1,2026-05-20 10:10:37,visit_home,2012,站内推荐,iOS
5941,101286,S101286_1,2026-05-20 10:19:32,view_product,2012,站内推荐,iOS
5942,101286,S101286_1,2026-05-20 10:23:32,add_cart,2012,站内推荐,iOS
5943,101286,S101286_2,2026-05-25 18:22:38,visit_home,2007,站内推荐,iOS
5944,101286,S101286_3,2026-05-18 10:31:56,visit_home,2005,站内推荐,iOS
5945,101286,S101286_3,2026-05-18 10:38:40,view_product,2005,站内推荐,iOS
5946,101287,S101287_1,2026-05-29 06:13:55,visit_home,2027,站内推荐,Android
5947,101287,S101287_1,2026-05-29 06:19:33,view_product,2027,站内推荐,Android
5948,101287,S101287_2,2026-05-11 21:33:21,visit_home,2014,站内推荐,Android
5949,101287,S101287_2,2026-05-11 21:37:40,view_product,2014,站内推荐,Android
5950,101287,S101287_3,2026-05-14 21:23:24,visit_home,2003,站内推荐,Android
5951,101287,S101287_3,2026-05-14 21:25:17,view_product,2003,站内推荐,Android
5952,101288,S101288_1,2026-05-03 13:18:53,visit_home,2015,自然流量,Android
5953,101288,S101288_1,2026-05-03 13:24:03,view_product,2015,自然流量,Android
5954,101288,S101288_1,2026-05-03 13:36:02,add_cart,2015,自然流量,Android
5955,101288,S101288_2,2026-05-25 16:16:04,visit_home,2017,自然流量,Android
5956,101288,S101288_2,2026-05-25 16:23:02,view_product,2017,自然流量,Android
5957,101289,S101289_1,2026-05-28 06:23:37,visit_home,2039,信息流广告,iOS
5958,101289,S101289_1,2026-05-28 06:28:49,view_product,2039,信息流广告,iOS
5959,101289,S101289_2,2026-05-24 03:33:04,visit_home,2035,信息流广告,iOS
5960,101290,S101290_1,2026-05-27 09:08:02,visit_home,2047,搜索广告,Android
5961,101290,S101290_1,2026-05-27 09:13:29,view_product,2047,搜索广告,Android
5962,101291,S101291_1,2026-05-22 01:19:26,visit_home,2038,自然流量,PC
5963,101291,S101291_2,2026-05-28 05:37:10,visit_home,2048,自然流量,PC
5964,101291,S101291_2,2026-05-28 05:46:49,view_product,2048,自然流量,PC
5965,101291,S101291_3,2026-05-29 09:13:03,visit_home,2027,自然流量,PC
5966,101291,S101291_3,2026-05-29 09:20:22,view_product,2027,自然流量,PC
5967,101291,S101291_3,2026-05-29 09:22:54,add_cart,2027,自然流量,PC
5968,101291,S101291_3,2026-05-29 09:27:32,submit_order,2027,自然流量,PC
5969,101291,S101291_3,2026-05-29 09:29:39,pay_success,2027,自然流量,PC
5970,101292,S101292_1,2026-05-03 06:35:53,visit_home,2017,信息流广告,Android
5971,101292,S101292_1,2026-05-03 06:44:39,view_product,2017,信息流广告,Android
5972,101293,S101293_1,2026-05-07 07:51:22,visit_home,2030,自然流量,iOS
5973,101293,S101293_1,2026-05-07 07:56:56,view_product,2030,自然流量,iOS
5974,101293,S101293_1,2026-05-07 08:07:46,add_cart,2030,自然流量,iOS
5975,101293,S101293_1,2026-05-07 08:12:10,submit_order,2030,自然流量,iOS
5976,101293,S101293_1,2026-05-07 08:16:12,pay_success,2030,自然流量,iOS
5977,101293,S101293_2,2026-05-13 00:48:48,visit_home,2008,自然流量,iOS
5978,101294,S101294_1,2026-05-29 19:36:55,visit_home,2022,自然流量,Android
5979,101294,S101294_2,2026-05-24 14:43:36,visit_home,2026,自然流量,Android
5980,101294,S101294_2,2026-05-24 14:45:12,view_product,2026,自然流量,Android
5981,101294,S101294_3,2026-05-25 12:41:38,visit_home,2038,自然流量,Android
5982,101294,S101294_3,2026-05-25 12:44:30,view_product,2038,自然流量,Android
5983,101295,S101295_1,2026-05-21 01:25:30,visit_home,2014,搜索广告,Android
5984,101295,S101295_2,2026-05-11 11:40:16,visit_home,2009,搜索广告,Android
