user_id,experiment_id,group_name,assign_time,strategy_name
100660,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100661,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100662,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100663,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100664,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100665,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100666,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100667,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100668,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100669,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100670,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100671,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100672,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100673,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100674,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100675,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100676,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100677,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100678,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100679,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100680,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100681,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100682,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100683,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100684,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100685,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100686,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100687,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100688,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100689,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100690,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100691,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100692,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100693,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100694,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100695,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100696,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100697,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100698,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100699,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100700,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100701,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100702,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100703,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100704,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100705,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100706,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100707,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100708,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100709,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100710,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100711,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100712,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100713,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100714,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100715,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100716,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100717,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100718,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100719,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100720,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100721,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100722,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100723,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100724,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100725,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100726,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100727,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100728,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100729,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100730,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100731,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100732,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100733,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100734,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100735,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100736,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100737,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100738,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100739,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100740,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100741,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100742,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100743,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100744,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100745,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100746,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100747,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100748,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100749,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100750,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100751,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100752,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100753,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100754,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100755,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100756,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100757,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100758,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100759,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100760,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100761,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100762,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100763,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100764,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100765,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100766,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100767,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100768,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100769,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100770,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100771,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100772,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100773,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100774,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100775,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100776,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100777,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100778,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100779,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100780,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100781,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100782,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100783,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100784,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100785,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100786,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100787,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100788,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100789,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100790,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100791,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100792,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100793,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100794,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100795,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100796,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100797,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100798,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100799,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100800,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100801,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100802,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100803,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100804,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100805,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100806,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100807,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100808,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100809,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100810,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100811,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100812,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100813,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100814,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100815,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100816,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100817,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100818,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100819,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100820,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100821,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100822,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100823,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100824,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100825,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100826,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100827,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100828,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100829,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100830,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100831,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100832,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100833,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100834,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100835,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100836,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100837,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100838,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100839,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100840,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100841,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100842,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100843,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100844,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100845,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100846,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100847,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100848,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100849,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100850,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100851,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100852,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100853,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100854,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100855,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100856,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100857,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100858,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100859,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100860,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100861,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100862,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100863,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100864,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100865,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100866,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100867,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100868,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100869,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100870,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100871,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100872,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100873,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100874,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100875,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100876,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100877,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100878,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100879,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100880,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100881,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100882,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100883,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100884,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100885,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100886,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100887,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100888,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100889,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100890,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100891,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100892,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100893,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100894,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100895,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100896,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100897,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100898,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100899,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100900,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100901,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100902,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100903,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100904,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100905,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100906,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100907,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100908,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100909,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100910,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100911,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100912,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100913,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100914,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100915,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100916,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100917,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100918,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100919,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100920,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100921,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100922,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100923,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100924,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100925,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100926,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100927,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100928,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100929,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100930,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100931,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100932,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100933,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100934,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100935,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100936,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100937,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100938,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100939,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100940,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100941,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100942,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100943,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100944,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100945,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100946,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100947,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100948,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100949,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100950,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100951,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100952,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100953,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100954,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100955,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100956,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100957,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100958,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100959,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100960,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100961,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100962,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100963,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100964,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100965,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100966,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100967,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100968,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100969,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100970,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100971,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100972,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100973,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100974,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100975,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100976,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100977,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100978,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100979,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100980,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100981,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100982,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100983,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100984,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100985,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100986,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100987,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100988,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100989,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100990,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100991,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100992,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100993,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100994,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
100995,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100996,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100997,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100998,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
100999,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101000,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101001,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101002,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101003,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101004,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101005,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101006,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101007,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101008,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101009,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101010,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101011,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101012,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101013,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101014,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101015,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101016,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101017,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101018,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101019,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
101020,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101021,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101022,checkout_opt_202605,treatment,2026-05-01 00:00:00,领券提醒+结算页简化
101023,checkout_opt_202605,control,2026-05-01 00:00:00,原始结算流程
